EMP_NO,EMP_NAME,BAND,NB_FROM,AGEING_BUCKET,ONSITE_OFFSHORE,Location,EXPERIENCE,ROLE_NAME,COUNTRY,Skills_from_iAspire,CERTIFIED_SKILLS,TRAINED_SKILLS,RECENT_SKILL,LANGUAGE_SKILL,ROLE_CLUSTER_NAME
11,Employee11,GROUP D1,14-03-2026,31-60 DAYS,ONSITE,MINNEAPOLIS,24Years 11Months,Partner - Tech & Impl L1,USA,"Agile, Alignment, Analysis, Backlog Management(L5), Business Architecture(L5), Business Case(L5), Business Consulting(L3), Cards(L5), Client Partner(L5), Collections(L4), Compliance, Consulting(L3), Consumer Lending, Cost Reduction, Customer Journey Mapping(L3), Customer Lifecycle Management, Customer Onboarding, Dashboard Software, Design Thinking(L5), Digital Transformation(L4), Digitization(L4), Driving, Efficiency, Engineering, Engineering Design(L4), Finance, Fintech, Hogan, Implementation, ISO 9000, Legacy Modernization(L3), Loan Origination, Market Analysis, Marketing, Migration(L5), Mobile Platform, Modernization(L5), Needs Assessment(L5), Operational Efficiency, Operations, PL-SQL(L2), Process Consulting(L4), Product Architecture, Product Evaluation, Product Management(L3), Re-engineering, Retail, Retail Banking(L3), Sales, Second Mortgages, Shaping(L4), Simplification, Teamwork(L4), Technology (Alight It), Technology Consulting(L4), UI/UX Design, VisionPLUS, Wealth Management(L4)","DELIVERY MANAGEMENT(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),RESOURCING AND OPERATIONS MANAGEMENT(L1)","Delivery Management(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Resourcing and Operations Management(L1),WEGA for AI(L0)","BUSINESS TRANSFORMATION CONSULTING,CONSULTING,CONSUMER BANKING-CHANNELS,PROGRAM MANAGEMENT,PROJECT MANAGEMENT ADM",,PARTNER - TECH & IMPL CORE BANKING - L1
12,Employee12,GROUP C1,11-04-2026,16-30 DAYS,OFFSHORE,KOLKATA,18Years 7Months,Techno Functional Consultant L2,INDIA,"Agile Methodologies(L3), Application Testing(L4), Functional Testing(L4), Integration Design(L4), Integration(L2), Manual Testing, Nurturing People(L5), Oracle Cloud Data Management 2023 Foundations Associate 1z0-1105-23(L3), Oracle Cloud Infrastructure 2023 AI Foundations Associate (1z0-1122-23)(L2), Oracle Cloud Infrastructure 2023 AI Foundations Associate(L2), Oracle Cloud Infrastructure 2023 Foundations Associate (1z0-1085-23)(L2), Oracle Cloud Infrastructure 2023 Foundations Associate(L3), Oracle Fusion HCM - Global HR, Oracle HCM Cloud(L3), Oracle SQL(L2), PeopleCode(L2), PeopleSoft Application Designer(L4), PeopleSoft Application Engine(L4), PeopleSoft Apps Admin(L4), PeopleSoft Component Interface(L4), PeopleSoft HCM Core Modules(L5), PeopleSoft HCM NA Payroll(L3), PeopleSoft HCM Recruiting Solutions(L2), PeopleSoft HRMS Payroll and Benefits(L4), PeopleSoft Implementation(L3), PeopleSoft Integration Broker(L2), PeopleSoft Security(L3), PeopleSoft SQR(L4), PeopleSoft Technical(L5), PeopleSoft Upgrade(L3), PL/SQL(L3), Planning and Organizing(L4), Process Improvement(L4), Production Support(L4), Project Management(L3), Python(L2), Qtest, Regression Testing, Requirements Gathering(L4), SDLC(L4), Systems Troubleshooting(L4), Test Automation, Test Management, Test Planning, Testing(L1), Troubleshooting(L4), Unix Scripting(L2)","AGILE-SCRUM(L1),BIG DATA(L1),CAPABILITY MATURITY MODEL INTEGRATION(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),LEAN(L2),MACHINE LEARNING(L1),MS AZURE AI ML(L2),ORACLE CLOUD DATA MANAGEMENT 2023 FOUNDATIONS ASSOCIATE 1Z0-1105-23(L1),ORACLE CLOUD INFRASTRUCTURE 2023 AI FOUNDATIONS ASSOCIATE (1Z0-1122-23)(L1),ORACLE CLOUD INFRASTRUCTURE 2023 FOUNDATIONS ASSOCIATE (1Z0-1085-23)(L1),ORACLE CLOUD INFRASTRUCTURE GEN AI(L1),ORACLE GLOBAL HUMAN RESOURCES CLOUD 2022 IMPLEMENTATION PROFESSIONAL (1Z0-1046-22)(L3),ORACLE GLOBAL HUMAN RESOURCES CLOUD 2023 IMPLEMENTATION PROFESSIONAL (1Z0-1046-23)(L3),ORACLE INTEGRATION CLOUD SERVICE(L1),ORACLE INTEGRATION CLOUD SERVICE(L2),ORACLE PAYROLL CLOUD 2022 IMPLEMENTATION PROFESSIONAL (1Z0-1050-22) - US(L3),ORACLE PAYROLL CLOUD 2023 IMPLEMENTATION PROFESSIONAL (1Z0-1050-23)(L3),PEOPLESOFT APPLICATION ENGINE(L1),PEOPLESOFT COMPONENT INTERFACE(L1),PEOPLESOFT HCM TECHNICAL(L1),PEOPLESOFT HCM TECHNICAL(L2),PEOPLESOFT HCM TECHNICAL(L3),PEOPLESOFT INTEGRATION BROKER(L1),PEOPLESOFT TECHNICAL(L2),PEOPLESOFT TECHNICAL(L3),PROJECT MANAGEMENT(L1),QUALITY ASSURANCE(L3),SAP SUCCESSFACTOR EMPLOYEE CENTRAL(L2),SECURITY BASICS(L1),SECURITY INCIDENT ANALYTICS(L1),SIX SIGMA(L1)","Agile-Scrum(L1),Big Data(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L1),Lean(L1),Lean(L2),MS Azure AI ML(L2),Machine Learning(L1),NA(NA),ORACLE FUSION PAYROLL(L2),Oracle Cloud Infrastructure Gen AI(L1),Oracle Fusion Apps - HCM(L2),Oracle Fusion Apps - HCM(L3),Oracle Fusion HCM - Global HR(L3),Oracle Fusion Payroll(L3),Oracle Fusion Payroll(L3),Oracle Fusion Payroll(L3),Oracle Integration Cloud Service(L1),Oracle Integration Cloud Service(L2),PEOPLESOFT INTEGRATION BROKER(L2),PYTHON SCRIPTING(L1),PYTHON SCRIPTING(L2),PeopleSoft Application Engine(L1),PeopleSoft Component Interface(L1),PeopleSoft Integration Broker(L1),Peoplesoft HCM Technical(L1),Peoplesoft HCM Technical(L2),Peoplesoft HCM Technical(L3),Peoplesoft Technical(L2),Peoplesoft Technical(L3),Project Management(L1),Quality Assurance(L3),SAP SuccessFactor Employee Central(L2),SOC Analyst(L1),Security Basics(L1),Six Sigma(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),Wipro Values(L2)","APPLICATION TESTING,BUSINESS REQUIREMENTS,CA IDENTITY GOVERNANCE,CLOUD TESTING,EXCEL,MICROFOCUS APP LIFECYCLE MANAGEMENT HPQC,ORACLE SQL,ORACLE TALEO RECRUIT,PEOPLECODE,PEOPLESOFT APPS ADMIN,PEOPLESOFT APPS ADMIN SUPPORT,PEOPLESOFT COMPONENT INTERFACE,PEOPLESOFT HCM CORE MODULES,PEOPLESOFT HCM NA PAYROLL,PEOPLESOFT HCM RECRUITING SOLUTIONS,PEOPLESOFT HCM TECHNICAL,PEOPLESOFT PEOPLETOOLS I,PEOPLESOFT PEOPLETOOLS II,PEOPLESOFT TECHNICAL,PEOPLESOFT TECHNICAL CONSULTING,PLANNING AND ORGANISING,PROJECT MANAGEMENT-BAS-OEA,SERVICENOW - SAAS,TESTING","Bengali,English,Hindi",TECHNO FUNCTIONAL CONSULTANT L2
13,Employee13,GROUP C2,01-10-2025,8-15 DAYS,OFFSHORE,BENGALURU,26Years 3Months,Security Architect L2,INDIA,"Billing(L1), Competency Management(L1), Delivery Management(L2), End to End Project Management, Java Servlets(L1), Java Swing(L2), Java-J2ee(L1), JavaScript, Microsoft Threat Protection(L1), PMO(L2), Program Management(L1), Project Management(L3), QRadar(L1), SAP Security(L3), Security Basics(L1), Security Information Event Management(L2), SOAR Tools(L1), Sybase, Sybase SQL, Talent Acquisition(L1), Threat Intelligence, Threat Intelligence-Vulnerability Mgmt(L2), Vulnerability Management(L1), Wipro Values(L3)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),PROJECT MANAGEMENT(L1),PROJECT MANAGEMENT(L2),SECURITY BASICS(L1)","English Language(L1),Generative AI(L1),Github Copilot(L2),PROJECT MANAGEMENT(L2),Project Management(L2),SECURITY INFORMATION EVENT MANAGEMENT(L2),SPLUNK Security Analytics(L1),SPLUNK Security Analytics(L2),Security Basics(L1),Security Log Monitoring(L1),WEGA for AI(L0),Wipro Values(L2)","JAVA SERVLETS,JAVA SWING,JAVA-J2EE,JAVASCRIPT,PMO,QRADAR,SAP SECURITY,SECURITY INFORMATION EVENT MANAGEMENT,SYBASE,SYBASE SQL,THREAT INTELLIGENCE-VULNERABILITY MGMT",English,CYBER SECURITY ARCHITECT SECURITY INFORMATION EVENT MANAGEMENT - SPLUNK - L2
14,Employee14,GROUP C2,01-04-2026,16-30 DAYS,OFFSHORE,BENGALURU,28Years 4Months,Account Delivery Head (ADH) L2,INDIA,"Agile Methodologies(L3), ASP.NET(L3), Automotive(L3), Business Analysis(L2), C Programming(L4), C# - Csharp-Programming(L3), C++(L5), Cloud Applications(L3), Data Driven Framework(L3), Device Drivers - Windows(L3), English Language(L4), IT Strategy(L3), Lean(L4), Management(L4), Managing Change(L4), Perl Programming(L3), Process Optimization(L4), Program Management(L3), Project Management - PES(L4), Project Management ADM(L5), Project Management(L4), Test Management(L3), Vc++(L4), Windows Programming(L2), WinForms(L2)","DELIVERY MANAGEMENT(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),LEAN(L2),MS AZURE AI ML(L1),PROJECT MANAGEMENT(L1),PROJECT MANAGEMENT(L2),RESOURCING AND OPERATIONS MANAGEMENT(L1)","AUTOMOTIVE(L2),Cloud Applications(L1),Delivery Management(L1),Delivery Management(L1),FINANCE(L1),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Lean(L2),MS Azure AI ML(L1),Managing Change(L1),Project Management(L2),Resourcing and Operations Management(L1),WEGA for AI(L0)","ASP.NET,C PROGRAMMING,C# - CSHARP-PROGRAMMING,C++,DEVICE DRIVERS - WINDOWS,PERL PROGRAMMING,PROJECT DELIVERY,PROJECT MANAGEMENT,PROJECT MANAGEMENT ADM,VC++,WINDOWS PROGRAMMING,WINFORMS",,ACCOUNT DELIVERY HEAD (ADH) L1
15,Employee15,GROUP D1,01-04-2026,16-30 DAYS,OFFSHORE,BENGALURU,28Years 9Months,Account Delivery Head (ADH) L3,INDIA,"Computer Science, Management, Service Delivery, Stakeholders Management","DELIVERY MANAGEMENT(L1),DELIVERY MANAGEMENT(L2),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),PROJECT MANAGEMENT(L2)","DELIVERY MANAGEMENT(L2),DELIVERY MANAGEMENT(L2),DELIVERY MANAGEMENT(L2),DELIVERY MANAGEMENT(L2),DELIVERY MANAGEMENT(L2),DELIVERY MANAGEMENT(L2),Delivery Management(L1),Delivery Management(L2),GENERATIVE AI(L2),Generative AI(L0),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),MANAGING CHANGE(L1),NA(NA),PROJECT MANAGEMENT(L2),Project Management(L2),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3)","DELIVERY MANAGEMENT,PROJECT MANAGEMENT",English,ACCOUNT DELIVERY HEAD (ADH) L3
16,Employee16,GROUP D1,01-12-2025,16-30 DAYS,OFFSHORE,HYDERABAD,29Years 8Months,Service Line Delivery Executive L1,INDIA,"Account Planning, Aiops, Application Development, Business Analysis, Cloud Migration, Coe, Continuous Improvement, Continuous Integration, Cross Functional Team Leadership, Data Transformation, Delivery Leader, Delivery Management, Delivery Transformation, Deployments, DevOps, Enterprise Applications, Integrated Services, IT Strategy, IT Support, ITIL, Joint Ventures, Leadership, Managed Services, MIS, Network Management, Network Management System, Operational Excellence, OSI Pi, Perl, Presales, Program Management, Scripting, SDLC, Service Delivery, SQL, Sybase, Sybase SQL, Transition Planning, Unix, Unix Scripting","AWS GEN AI(L1),DELIVERY MANAGEMENT(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),PROGRAM MANAGEMENT(L1)","AI Consulting Responsible AI(L1),AWS Gen AI(L1),DELIVERY MANAGEMENT(L1),Delivery Management(L1),FINANCE(L1),Generative AI(L0),Generative AI(L1),Program Management(L1),Program Management(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3)","C++,DELIVERY MANAGEMENT,PERL PROGRAMMING,PROGRAM MANAGEMENT,PROJECT MANAGEMENT ADM,UNIX APPLICATION PROGRAMMING",,Service Line Delivery Executive L1
17,Employee17,GROUP D1,01-04-2026,8-15 DAYS,ONSITE,NORTH QUINCY,27Years 5Months,Account Delivery Head (ADH) L3,USA,"Business Development, Certified Scrum Master, Customer Relationship Management, Financial Management, General Business, Infrastructure, Infrastructure Services, Insurance, Investment Portfolios, IT Infrastructure, Leadership, Management, Marketing Automation, Operations, Private Cloud, Product Support, Program Delivery, Program Management, Security, Service Delivery, Support","DELIVERY MANAGEMENT(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),MS AZURE AI ML(L1),PROGRAM MANAGEMENT(L1),PROJECT MANAGEMENT(L2)","AI Consulting Responsible AI(L1),AWS Cloud Management(L1),Azure Cloud Data Platform Engineering(L1),Cloud-PaaS-Azure(L1),Delivery Management(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),MS Azure AI ML(L1),Program Management(L1),Project Management(L2),WEGA for AI(L0),WEGA for AI(L2)","DELIVERY MANAGEMENT,DESKTOP SUPPORT,IT OPERATIONS MANAGEMENT,LOTUS NOTES,MS PROJECT SERVER,PROGRAM MANAGEMENT,PROJECT MANAGEMENT,WINDOWS SERVER ADMIN","English,Hindi,Kannada",ACCOUNT DELIVERY HEAD (ADH) L3
18,Employee18,GROUP C1,13-03-2026,31-60 DAYS,OFFSHORE,BENGALURU,22Years 8Months,Principal Consultant - Tech & Impl L1,INDIA,"AWS CloudFormation, Aws Mlops, Configuration Management, English Language(L1), Google Gen AI, Managed Security Services - MSS, SAP ABAP, SAP ABAP HR(L4), SAP Certified Application Associate - SAP SuccessFactors Employee Central(L1), SAP Certified Application Associate-SuccessFactors Learning, SAP Certified Application Associate-SuccessFactors Learning (Thr 88)(L1), SAP HCM - Benefits Admin - US(L1), SAP HCM - ECM, SAP HCM - ESS and MSS(L1), SAP HCM - Performance Mgmt., SAP HCM Core(L3), SAP HCM Payroll, SAP HCM Payroll - India(L1), SAP HCM Payroll - International(L1), SAP HCM Payroll - US(L1), SAP HR Testing(L1), SAP Successfactor Employee Central(L2), SAP Successfactor Learning(L1), ServiceNow - Cloud Management, Unit Testing","ENGLISH LANGUAGE(L1),GCP AI ML(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),SAP CERTIFIED APPLICATION ASSOCIATE - SAP SUCCESSFACTORS EMPLOYEE CENTRAL(L1),SAP CERTIFIED APPLICATION ASSOCIATE-SUCCESSFACTORS LEARNING (THR 88)(L1)","GCP AI ML MLOps(L1),GCP GEN AI(L1),GCP Vertex AI(L1),GCP Vertex AI(L3),GITHUB COPILOT(L3),Generative AI(L1),Github Copilot(L2),M365 Copilot(L1),MS Azure AI ML(L2),SAP HCM Payroll - US(L4),SAP SUCCESSFACTOR EMPLOYEE CENTRAL(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3),WEGA for AI(L3)","SAP HCM CORE,SAP HCM PAYROLL",,PRINCIPAL CONSULTANT - TECH & IMPL - L1
19,Employee19,GROUP C2,06-04-2026,16-30 DAYS,OFFSHORE,HYDERABAD,26Years 1Months,Domain Consultant L4,INDIA,"Aerospace Manufacturing(L4), Agile-Scrum(L3), AMS Service Management(L4), AMS Service Operations(L4), Application Packaging(L2), Automotive Engineering(L3), Business Process Improvement(L4), CAD App and Customization Tools(L3), CAD Design(L5), Cadtools(L4), Carbon Accounting(L2), Competency Development(L4), Competency Framework(L3), Competency Management(L4), Competency Mapping(L4), Consulting Presales(L4), English Language(L4), Generative AI(L2), GitHub Copilot(L2), Global Team Management(L5), Internet of Things - IoT(L2), IT Service Management(L4), ITIL - Service Operations(L4), ITIL Cross Functional Service Management(L4), ITIL(L4), Lean Six Sigma(L3), Lean(L3), Manufacturing Consulting(L5), Manufacturing(L5), Mechanical Engineering Technology(L5), Mechanical Engineering(L5), Mechanical Product Development(L5), PCB Manufacturing Processes(L2), Pre Sales(L4), Presales(L4), Problem Solving(L4), Process Improvement(L4), Product Development(L5), Product Manufacturing(L5), Program Delivery(L4), Program Management(L4), Project Management(L4), Prototyping(L5), Quality Assurance Auditing(L4), Requirements Analysis(L4), Requirements Gathering(L4), Resource Management(L5), Resourcing and Operations Management(L4), Service Delivery(L4), Supplier Management(L5), Sustainability(L2), Team Management(L5), Technical Consulting(L4), Transition Management(L4), Value Analysis-Value Engineering(L3), Vendor Management(L5)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),INTERNET OF THINGS - IOT(L1),PROJECT MANAGEMENT(L1)","Generative AI(L0),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Internet of Things - IoT(L1),Lean(L1),Lean(L1),Lean(L1),Lean(L1),Lean(L1),Lean(L1),Lean(L1),Lean(L2),NA(NA),SMARTPLANT PIPING(L2),WEGA for AI(L0)","AGILE-SCRUM,APPLICATION PACKAGING,CAD APP AND CUSTOMIZATION TOOLS,CADTOOLS,COMPETENCY MANAGEMENT,CONSULTING,CONSULTING PRESALES,ITIL - SERVICE OPERATIONS,ITIL CROSS FUNCTIONAL SERVICE MANAGEMENT,PCB MANUFACTURING PROCESSES,PROGRAM MANAGEMENT,PROJECT MANAGEMENT,RESOURCING AND OPERATIONS MANAGEMENT,SOLIDWORKS,VALUE ANALYSIS-VALUE ENGINEERING",English,DOMAIN CONSULTANT L4
20,Employee20,GROUP B3,01-01-2026,61-90 DAYS,OFFSHORE,HYDERABAD,24Years 10Months,VLSI Lead L1,INDIA,"Allegro(L5), Cadence Allegro PCB Editor(L4), Dfm Analysis(L2), High Speed PCB Design(L2), Medical Device Design Process(L1), OrCAD Capture(L2), PCB Design and Fabrication(L2), PCB Fabrication(L2), PCB Manufacturing(L2), PLM-Windchill-Application(L2), Valor(L2)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),INTERNET OF THINGS - IOT(L1),MS AZURE AI ML(L2),QUALITY ASSURANCE(L3)","Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Internet of Things - IoT(L1),MS Azure AI ML(L2),NA(NA),NA(NA),NA(NA),Quality Assurance(L3),VLSI BOARD DESIGN(L2),VLSI BOARD DESIGN(L2),VLSI BOARD DESIGN(L2),VLSI BOARD DESIGN(L2),VLSI High Speed Board Design(L3),VLSI PHYSICAL DESIGN PACKAGING(L2),VLSI PHYSICAL PLACE AND ROUTE(L2),WEGA for AI(L0)","ALLEGRO,MEDICAL DEVICE DESIGN PROCESS,PCB DESIGN,VLSI BOARD DFM AND DFT,VLSI BOARD TESTING",Deccan,VLSI LEAD SYSTEM DESIGN - L1
21,Employee21,GROUP C1,10-02-2026,31-60 DAYS,OFFSHORE,BENGALURU,18Years 3Months,Techno Functional Consultant L2,INDIA,"Acceptance Testing(L4), Agile(L4), Amazon Web Services (AWS), Application Software(L4), Business Analysis(L5), Certified Safe 4 Agilist(L4), Change Management(L4), Consulting(L4), IDAM Business Analysis(L4), Identity and Access Management(L4), Infrastructure(L4), Insurance Policies(L4), Insurance Testing(L3), Insurance(L4), Internet of Things(L2), IT Infrastructure(L4), Iteration Planning(L4), Leadership(L4), Policy Administration System(L4), Process Flow(L4), Product Management(L4), Product Owner, Project Leadership(L4), Project Management(L4), Requirements Documentation(L4), Requirements Gathering(L4), Requirements Traceability Matrix(L4), Requirements Traceability(L4), SOAP Web Services(L4), User Acceptance Testing(L4)","AGILEPM-AGILE PROJECT MANAGER FOUNDATION LEVEL(L1),AWS GEN AI(L1),BLOCKCHAIN ESSENTIALS(L1),CERTIFIED SAFE 4 AGILIST(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),MS AZURE AI ML(L1),PROFESSIONAL SCRUM MASTER I(L1)","AI Consulting Responsible AI(L1),AMAZON WEB SERVICES - AWS(L1),AWS Gen AI(L1),Agile Modeling(L3),Generative AI(L0),Generative AI(L1),MS AZURE AI ML(L1),MS Azure AI ML(L1),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L0)","APPLICATION TESTING,BUSINESS ANALYSIS,BUSINESS REQUIREMENTS,INSURANCE TESTING,P AND C INSURANCE",English,TECHNO FUNCTIONAL CONSULTANT P AND C INSURANCE - L2
22,Employee22,GROUP C1,01-09-2025,>180 DAYS,ONSITE,DUESSELDORF,24Years 4Months,Techno Functional Consultant L2,GERMANY,".NET Security(L1), .NET(L2), Administration(L4), Agile Management(L4), Agile Methodologies(L4), Agile Scrum Methodology(L4), Agile Scrum(L4), Amazon Web Services (AWS)(L3), AMS Service Management(L3), Ansible(L2), Application Architecture(L4), Application Development(L4), Application Monitoring(L3), Architecting(L4), Architecture(L3), ASP - Active Server Page(L3), Audit Management(L4), Aws Certified Solutions Architect-Associate(L3), Azure DevOps Operations(L1), Azure DevOps(L4), Batch Scripting(L4), Billing Management(L4), Business Analysis(L4), C# .NET(L3), C++(L1), Certified Safe 4 Scrum Master(L1), Cloud Computing(L4), COBOL(L2), Compliance(L4), Continuous Improvement(L4), Contractor Management(L3), Coordination(L4), Customer Management(L4), CyberArk Trustee Exam(L1), Data Migration(L4), Data Transfer(L4), Database Management(L2), Database(L4), DB2 Connect(L2), Design(L4), DevOps - Continuous Delivery(L2), DevOps - Continuous Integration(L2), DevOps Tools(L4), DevOps(L1), Docker(L1), Ecommerce DevOps(L1), English Language(L1), English(L5), Escalation Management(L4), File Transfer Protocol(L4), Generative AI(L1), German(L3), Git(L3), IBM MQ(L3), IBM Sam Enterprise Single Sign-On(L1), IDAM(L1), Identity and Access Management(L1), IIS(L3), Implementation(L4), Insourcing(L4), Installation(L4), InstallShield(L4), Integration Tools(L4), IT Consultant(L4), IT Service Management(L4), JCL(L3), Jenkins(L2), Language Skills(L4), Linux(L3), Mainframe(L3), Managed Services(L4), Managing Change(L2), Microsoft Access(L5), Microsoft Azure(L4), Microsoft Certified Azure Fundamentals(L1), Microsoft Certified: Azure Administrator Associate(L2), Microsoft Project(L4), Microsoft SQL Server(L3), Middleware(L3), Negotiation(L2), NET Express(L4), Netexpress(L4), Nurturing People(L2), OpenText Microfocus ALM QC(L1), Oracle PL/SQL(L3), Oracle(L4), Packaging(L4), PCI DSS(L2), Performance Review(L4), PHP(L1), Plant Maintenance(L4), PMO Manager(L3), PMO(L4), Privilege Password Management CyberArk(L1), Project Management ADM(L1), Project Management(L3), Project Planning(L4), Python(L4), Quality Center(L3), Quality Control(L3), Redhat Linux(L3), Reporting(L4), RFID Software(L3), Risk Management(L4), Secure Ftp(L3), Service Integration and Management(L2), ServiceManager(L5), Shell Scripting(L4), Software Development(L5), SQL Server(L2), Status Reporting(L4), Support(L5), System Testing(L4), Team Performance Management(L4), Technical Leadership(L4), Technical Test Lead(L4), Test Management(L4), Test Planning(L4), Transition Management(L5), User Interface Development(L4), VB 6(L5), VB 6.0(L5), VB.NET(L4), VBA(L5), Visual Basic-VB(L4), Waterfall Model(L4), Web Interface Development(L3), Web Server(L4), Weblogic(L2), Windows Batch(L3), Windows(L5)","ASP - ACTIVE SERVER PAGE(L3),AWS CERTIFIED SOLUTIONS ARCHITECT-ASSOCIATE(L3),CERTIFIED SAFE 4 SCRUM MASTER(L1),CYBERARK TRUSTEE EXAM(L1),DEVOPS - CONTINUOUS DELIVERY(L2),DEVOPS - CONTINUOUS INTEGRATION(L2),DEVOPS(L1),DOCKER(L1),EFFECTIVE COMMUNICATION(L2),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GENERATIVE AI(L2),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),JENKINS(L2),MANAGING CHANGE(L2),MICROSOFT CERTIFIED AZURE FUNDAMENTALS(L1),MICROSOFT CERTIFIED: AZURE ADMINISTRATOR ASSOCIATE(L2),MS AZURE AI ML(L1),NEGOTIATION(L2),NURTURING PEOPLE(L2),PROJECT MANAGEMENT(L1),PROJECT MANAGEMENT(L2),RESOURCING AND OPERATIONS MANAGEMENT(L1),SQL SERVER(L2)","ASP - Active Server Page(L3),Azure Cloud Data Platform Engineering(L1),Azure Cloud Data Platform Engineering(L2),Azure Cloud Data Platform Engineering(L3),DevOps - Continuous Delivery(L2),DevOps(L1),Devops - Continuous Integration(L2),Docker(L1),Effective Communication(L2),Generative AI(L0),Generative AI(L1),Generative AI(L2),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Jenkins(L2),MS AZURE AI ML(L1),MS Azure AI ML(L1),Managing Change(L2),NA(NA),Negotiation(L2),Nurturing People(L2),Privilege Password Management CyberArk(L1),Project Management(L2),Resourcing and Operations Management(L1),SQL Server(L2),SailPoint Identity Mgmt and Governance(L1),SailPoint Identity Mgmt and Governance(L1)",".NET,ASP - ACTIVE SERVER PAGE,C++,COBOL,ECOMMERCE DEVOPS,ENGLISH LANGUAGE,IBM SAM ENTERPRISE SINGLE SIGN-ON,MICROFOCUS APP LIFECYCLE MANAGEMENT HPQC,ORACLE FORMS AND REPORTS,PHP,PROJECT MANAGEMENT,PROJECT MANAGEMENT ADM,REDHAT LINUX,SERVICE INTEGRATION AND MANAGEMENT,VISUAL BASIC-VB",German,TECHNO FUNCTIONAL CONSULTANT L2
23,Employee23,GROUP D1,01-01-2026,16-30 DAYS,ONSITE,NEURATH,25Years 9Months,Partner - Adv. & Mgmt L1,GERMANY,"Blockchain(L1), Delivery Management, English Language(L1), ENU Consulting(L3), Generative AI(L1), Project Management ADM, Project Management ASM, Project Management(L2), Utilities Business Process","BLOCKCHAIN(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),PROJECT MANAGEMENT(L2)","Blockchain(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L2),Project Management(L2)","DELIVERY MANAGEMENT,ENU CONSULTING,PROJECT MANAGEMENT ADM,PROJECT MANAGEMENT ASM,UTILITIES BUSINESS PROCESS,UTILITIES DOMAIN",,Partner - Adv. & Mgmt Utilities - L1
